Ticker,Date,Open,Close,Volume
MSFT,2020-01-02,151.28912308572728,153.0423126220703,22622100
MSFT,2020-01-03,150.8508379064428,151.1366729736328,21116200
MSFT,2020-01-06,149.6693128510685,151.52731323242188,20813700
MSFT,2020-01-07,151.8036218417332,150.1457061767578,21634100
MSFT,2020-01-08,151.43201531179338,152.53729248046875,27746500
MSFT,2020-01-09,154.2046961311926,154.44290161132812,21385000
MSFT,2020-01-10,155.13853526304973,153.7283477783203,20725900
MSFT,2020-01-13,154.12851888184957,155.57681274414062,21626500
MSFT,2020-01-14,155.68164530368088,154.48109436035156,23477400
MSFT,2020-01-15,154.94794349384517,155.4815216064453,21417900
MSFT,2020-01-16,156.59634588243543,158.33047485351562,23865400
MSFT,2020-01-17,159.52149406039632,159.2165985107422,34371700
MSFT,2020-01-21,158.81641375479867,158.64491271972656,29517200
MSFT,2020-01-22,159.5024241627532,157.88262939453125,24138800
MSFT,2020-01-23,158.34952808833728,158.85452270507812,19680800
MSFT,2020-01-24,159.60720993517455,157.2537384033203,24918100
MSFT,2020-01-27,153.547283976937,154.6239776611328,32078100
MSFT,2020-01-28,156.05319728680965,157.65394592285156,24899900
MSFT,2020-01-29,159.9216973517553,160.1122589111328,34754500
MSFT,2020-01-30,165.83871995253386,164.62863159179688,51597500
MSFT,2020-01-31,164.08555824352825,162.19895935058594,36142700
MSFT,2020-02-03,162.38947794663974,166.15313720703125,30107000
MSFT,2020-02-04,168.78293863810697,171.62234497070312,36433300
MSFT,2020-02-05,175.34791155321756,171.41275024414062,39186300
MSFT,2020-02-06,172.43222543464978,174.96673583984375,27751400
MSFT,2020-02-07,174.22360951687543,175.21453857421875,33529100
MSFT,2020-02-10,174.91905683666133,179.79750061035156,35844300
MSFT,2020-02-11,181.65554299286944,175.738525390625,53159900
MSFT,2020-02-12,176.82472387503446,175.9957733154297,47062900
MSFT,2020-02-13,174.44270133175792,175.04298400878906,35295800
MSFT,2020-02-14,174.60465849538713,176.6055908203125,23149500
MSFT,2020-02-18,176.85334417815014,178.39691162109375,27792200
MSFT,2020-02-19,179.67719126094454,178.9319610595703,29997500
MSFT,2020-02-20,178.61660944359718,176.1993865966797,36862400
MSFT,2020-02-21,175.00515009256466,170.62930297851562,48572600
MSFT,2020-02-24,160.2916465952577,163.27256774902344,68311100
MSFT,2020-02-25,166.4349751443764,160.57823181152344,68073300
MSFT,2020-02-26,162.14512281296396,162.58460998535156,56206100
MSFT,2020-02-27,156.0399711167215,151.1290740966797,93174900
MSFT,2020-02-28,145.6162629094059,154.788330078125,97012700
MSFT,2020-03-02,157.9413152182948,165.087890625,71030800
MSFT,2020-03-03,166.05278168776218,157.1768798828125,71677000
MSFT,2020-03-04,160.97950515816524,162.9476776123047,49814400
MSFT,2020-03-05,158.64829536210627,158.85848999023438,47817300
MSFT,2020-03-06,155.3616009067744,154.3679656982422,72821100
MSFT,2020-03-09,144.26914825116563,143.9060821533203,70419300
MSFT,2020-03-10,151.10995119968203,153.74691772460938,65354400
MSFT,2020-03-11,150.12590829373858,146.78192138671875,56371600
MSFT,2020-03-12,138.8231822303098,132.861328125,93226400
MSFT,2020-03-13,140.92514321386426,151.75010681152344,92727400
MSFT,2020-03-16,133.7594053331395,129.38356018066406,87905900
MSFT,2020-03-17,133.75941480875971,140.03656005859375,81059800
MSFT,2020-03-18,131.8485884641376,134.1416015625,81593200
MSFT,2020-03-19,136.40597121344433,136.34864807128906,85922700
MSFT,2020-03-20,139.4920673186415,131.22764587402344,84866200
MSFT,2020-03-23,130.90274173665898,129.9186553955078,78975200
MSFT,2020-03-24,137.3423254995829,141.72772216796875,82516700
MSFT,2020-03-25,142.27227176275815,140.3709716796875,75638200
MSFT,2020-03-26,141.78500650137846,149.15133666992188,64568100
MSFT,2020-03-27,144.98570803381887,143.02708435058594,57042300
MSFT,2020-03-30,145.6449549415778,153.08770751953125,63420300
MSFT,2020-03-31,152.29469397697127,150.68003845214844,77927200
MSFT,2020-04-01,146.18000897009344,145.32968139648438,57969900
MSFT,2020-04-02,145.09082510519735,148.33926391601562,49630700
MSFT,2020-04-03,148.1863546957883,146.97296142578125,41243300
MSFT,2020-04-06,153.173696262992,157.90304565429688,67111700
MSFT,2020-04-07,162.0304746176157,156.202392578125,62769000
MSFT,2020-04-08,158.28522534713525,157.76930236816406,48318200
MSFT,2020-04-09,158.9444584466096,157.77883911132812,51385100
MSFT,2020-04-13,157.02405788686883,158.13233947753906,41905300
MSFT,2020-04-14,161.46679684806296,165.95729064941406,52874300
MSFT,2020-04-15,163.5687330798885,164.2184295654297,40940800
MSFT,2020-04-16,166.53056727805694,169.14842224121094,50479600
MSFT,2020-04-17,171.49874670325588,170.6388702392578,52765600
MSFT,2020-04-20,168.75670746445908,167.25668334960938,36669600
MSFT,2020-04-21,165.7661599315964,160.33935546875,56203700
MSFT,2020-04-22,163.75021928604565,165.7852783203125,34620200
MSFT,2020-04-23,166.34901041750675,163.77891540527344,32790800
MSFT,2020-04-24,164.3903810323593,166.76939392089844,34277600
MSFT,2020-04-27,168.7184285919809,166.29165649414062,33194400
MSFT,2020-04-28,167.76301507262517,162.24066162109375,34392700
MSFT,2020-04-29,165.498651407964,169.52098083496094,51286600
MSFT,2020-04-30,171.97645884226827,171.2216796875,53875900
MSFT,2020-05-01,167.96368159747485,166.78851318359375,39370500
MSFT,2020-05-04,166.71207501895736,170.8681640625,30372900
MSFT,2020-05-05,172.56884729326296,172.70260620117188,36839200
MSFT,2020-05-06,173.96374153549596,174.40322875976562,32139300
MSFT,2020-05-07,175.96056961906066,175.41598510742188,28316000
MSFT,2020-05-08,176.73446053177125,176.4478302001953,30877800
MSFT,2020-05-11,174.98601487029987,178.41600036621094,30892700
MSFT,2020-05-12,178.4733220222355,174.37454223632812,32038200
MSFT,2020-05-13,174.41277125818974,171.73757934570312,44711500
MSFT,2020-05-14,169.62607851802582,172.48280334472656,41873900
MSFT,2020-05-15,171.07834313852737,174.99559020996094,46610400
MSFT,2020-05-18,177.47014054078053,176.66758728027344,35264500
MSFT,2020-05-19,176.7822298525847,175.44464111328125,26799100
MSFT,2020-05-20,177.06382560825884,177.87820434570312,31261300
MSFT,2020-05-21,177.62906802371802,175.74163818359375,29119500
MSFT,2020-05-22,175.51176421997494,175.81834411621094,20826900
MSFT,2020-05-26,178.5296521269944,173.9595947265625,36073600
MSFT,2020-05-27,172.64704136449447,174.18955993652344,39517100
MSFT,2020-05-28,173.16441222846677,173.79673767089844,33810200
MSFT,2020-05-29,175.07102039878322,175.56922912597656,42130400
MSFT,2020-06-01,174.8889255750019,175.16677856445312,22622400
MSFT,2020-06-02,176.52726694636573,177.15960693359375,30794600
MSFT,2020-06-03,177.07338423686727,177.5907440185547,27311000
MSFT,2020-06-04,176.57516871052312,175.2530059814453,28761800
MSFT,2020-06-05,174.96558860876283,179.35362243652344,39893600
MSFT,2020-06-08,178.14644610396618,180.4650115966797,33211600
MSFT,2020-06-09,180.12009326030233,181.8446502685547,29783900
MSFT,2020-06-10,183.1189232288996,188.58958435058594,43872300
MSFT,2020-06-11,185.0350682105646,178.4626007080078,52854700
MSFT,2020-06-12,182.5536302771915,179.87100219726562,43373600
MSFT,2020-06-15,176.8434521319893,181.0207061767578,32770200
MSFT,2020-06-16,184.805128718821,185.45663452148438,42556700
MSFT,2020-06-17,186.85540708593493,186.09852600097656,25687800
MSFT,2020-06-18,185.86860404780714,188.09136962890625,23061600
MSFT,2020-06-19,190.26621473390784,186.97039794921875,44441100
MSFT,2020-06-22,187.58357584297067,192.16323852539062,32818900
MSFT,2020-06-23,193.619546196525,193.4470977783203,30917400
MSFT,2020-06-24,193.1500799897967,189.54766845703125,36740600
MSFT,2020-06-25,189.50935509783076,191.94288635253906,27803900
MSFT,2020-06-26,191.35845294251277,188.10096740722656,54675800
MSFT,2020-06-29,187.57401661320998,190.12252807617188,26701600
MSFT,2020-06-30,189.58598372582725,194.97999572753906,34310300
MSFT,2020-07-01,194.6255211499115,196.12013244628906,32061200
MSFT,2020-07-02,197.0590698637365,197.61476135253906,29315800
MSFT,2020-07-06,200.07700653145955,201.86862182617188,31897600
MSFT,2020-07-07,201.62911724228758,199.52133178710938,33600700
MSFT,2020-07-08,201.26505176370065,203.90936279296875,33600000
MSFT,2020-07-09,207.26267626922558,205.33692932128906,33121700
MSFT,2020-07-10,204.66626515382762,204.71417236328125,26177600
MSFT,2020-07-13,205.49018025005506,198.39077758789062,38135600
MSFT,2020-07-14,197.49019051020417,199.6171417236328,37591800
MSFT,2020-07-15,200.77643902573882,199.3201446533203,32179400
MSFT,2020-07-16,196.79078061823034,195.37281799316406,29940700
MSFT,2020-07-17,195.899771724378,194.3764190673828,31635300
MSFT,2020-07-20,196.4075702484774,202.73094177246094,36884800
MSFT,2020-07-21,204.70458556764095,200.00038146972656,37990400
MSFT,2020-07-22,200.43154263907851,202.87466430664062,49605700
MSFT,2020-07-23,198.50575057010292,194.05064392089844,67457000
MSFT,2020-07-24,192.01952034770355,192.86264038085938,39827000
MSFT,2020-07-27,193.0255373679359,195.3057861328125,30160900
MSFT,2020-07-28,195.07579695463957,193.5524444580078,23251400
MSFT,2020-07-29,194.0123315708133,195.50694274902344,19632600
MSFT,2020-07-30,192.57518040768431,195.35362243652344,25079600
MSFT,2020-07-31,195.83269669820726,196.41712951660156,51044000
MSFT,2020-08-03,202.65427268373514,207.46385192871094,78983000
